net_filters	net_lr	net_drop	prop_elastic	val_iou	val_accuracy	val_TP	val_TN	val_FP	val_FN
64.0	0.0001623776739188721	0.6	0.0	5.3918234e-09	0.6922091	0	0.6922091	0	0.30779088
32.0	4.281332398719396e-06	0.3	0.1	0.008476467	0.69220936	4.3233235e-06	0.6922091	8.90096e-06	0.30779088
64.0	2.6366508987303556e-05	0.6	0.2	0.0001698878	0.6922091	0	0.6922091	0	0.30779088
32.0	6.158482110660267e-06	0.3	0.0	0.00555515	0.6922091	0.0011360168	0.6922091	0.0024564108	0.30779088
16.0	3.792690190732254e-05	0.39999999999999997	0.1	0.0007966682	0.6922091	0	0.6922091	0	0.30779088
64.0	0.0004832930238571752	0.5	0.2	0	0.6922091	0	0.6922091	0	0.30779088
64.0	2.06913808111479e-06	0.6	0.1	0.0045964792	0.6922091	0	0.6922091	0	0.30779088
64.0	0.00011288378916846884	0.6	0.2	9.086277e-07	0.6922091	0	0.6922091	0	0.30779088
32.0	0.0006951927961775605	0.6	0.0	0	0.6922091	0	0.6922091	0	0.30779088
32.0	3.792690190732254e-05	0.6	0.2	0.00025690772	0.6922091	0	0.6922091	0	0.30779088
16.0	0.0006951927961775605	0.6	0.2	1.2513097e-13	0.6922091	0	0.6922091	0	0.30779088
16.0	0.0004832930238571752	0.39999999999999997	0.1	3.3718124e-20	0.6922091	0	0.6922091	0	0.30779088
64.0	1.274274985703132e-05	0.5	0.0	0.0009187979	0.6922091	0	0.6922091	0	0.30779088
16.0	1.274274985703132e-05	0.5	0.2	0.012452112	0.69220936	0.0035980225	0.6922091	0.008364614	0.30779088
16.0	0.00011288378916846884	0.5	0.1	0.00012640216	0.6922091	0	0.6922091	0	0.30779088
16.0	0.0003359818286283781	0.3	0.2	4.2350803e-07	0.6922091	0	0.6922091	0	0.30779088
32.0	1.8329807108324375e-05	0.5	0.1	0.0043661073	0.6922091	0.0011492411	0.6922091	0.0027720134	0.30779088
64.0	0.0004832930238571752	0.5	0.2	0	0.6922091	0	0.6922091	0	0.30779088
32.0	3.792690190732254e-05	0.39999999999999997	0.2	0.0002829572	0.69221014	1.2715658e-06	0.6922091	2.5431316e-07	0.30779088
64.0	1.274274985703132e-05	0.39999999999999997	0.2	0.00047349598	0.6922091	8.138021e-06	0.6922091	2.0599366e-05	0.30779088
32.0	2.6366508987303556e-05	0.5	0.0	0.00056138134	0.6922091	0	0.6922091	0	0.30779088
16.0	0.00011288378916846884	0.6	0.2	0.00033345458	0.6922091	6.3578286e-06	0.6922091	1.0681152e-05	0.30779088
32.0	7.847599703514606e-05	0.6	0.0	2.3369186e-05	0.6922091	0	0.6922091	0	0.30779088
16.0	1.8329807108324375e-05	0.3	0.1	0.003652959	0.6922091	0.000773112	0.6922091	0.0012868246	0.30779088
64.0	1e-06	0.6	0.1	0.084420465	0.6922096	0.007581075	0.6922091	0.017129008	0.30779088
64.0	1e-06	0.5	0.2	0.018749185	0.6922091	5.0608316e-05	0.6922091	6.052653e-05	0.30779088
16.0	1.8329807108324375e-05	0.39999999999999997	0.0	0.0069656502	0.6922091	0.00082982384	0.6922091	0.0016067505	0.30779088
64.0	4.281332398719396e-06	0.3	0.1	0.002646659	0.6922091	1.1444092e-05	0.6922091	1.780192e-05	0.30779088
64.0	1.438449888287663e-06	0.3	0.2	0.0084315585	0.6922091	2.0853679e-05	0.6922091	3.5858153e-05	0.30779088
32.0	0.0004832930238571752	0.5	0.2	6.281252e-13	0.6922091	0	0.6922091	0	0.30779088
16.0	7.847599703514606e-05	0.6	0.0	0.0003079986	0.6922091	0	0.6922091	0	0.30779088
16.0	7.847599703514606e-05	0.6	0.2	0.00030564066	0.6922091	0	0.6922091	0	0.30779088
16.0	0.0006951927961775605	0.6	0.0	3.5133285e-21	0.6922091	0	0.6922091	0	0.30779088
16.0	2.976351441631319e-06	0.6	0.0	0.087434396	0.69220936	0.005664317	0.6922091	0.011997223	0.30779088
32.0	1.274274985703132e-05	0.3	0.1	0.0011543407	0.6922091	0	0.6922091	0	0.30779088
16.0	0.0006951927961775605	0.5	0.1	3.9937786e-27	0.6922091	0	0.6922091	0	0.30779088
16.0	2.976351441631319e-06	0.3	0.1	0.035999406	0.6922114	0.00052083336	0.6922091	0.0011492411	0.30779088
32.0	7.847599703514606e-05	0.5	0.2	4.429562e-05	0.69220936	4.577637e-06	0.6922091	9.409587e-06	0.30779088
64.0	0.0001623776739188721	0.3	0.1	1.3943179e-10	0.6922091	0	0.6922091	0	0.30779088
64.0	0.00011288378916846884	0.3	0.1	4.614952e-06	0.6922091	0	0.6922091	0	0.30779088
64.0	0.001	0.3	0.2	0.30779088	0.30779088	0.30779088	00.6922091	0
64.0	0.0004832930238571752	0.6	0.1	0	0.6922091	0	0.6922091	0	0.30779088
64.0	1.274274985703132e-05	0.39999999999999997	0.2	0.00038807842	0.6922091	0	0.6922091	0	0.30779088
32.0	0.0004832930238571752	0.3	0.2	1.6866675e-26	0.6922091	0	0.6922091	0	0.30779088
64.0	0.00023357214690901214	0.5	0.1	0	0.6922091	0	0.6922091	0	0.30779088
64.0	0.0006951927961775605	0.6	0.2	0	0.6922091	0	0.6922091	0	0.30779088
16.0	4.281332398719396e-06	0.3	0.2	0.027697146	0.6922091	3.229777e-05	0.6922091	7.654826e-05	0.30779088
64.0	5.4555947811685143e-05	0.5	0.1	1.2004553e-05	0.6922091	0	0.6922091	0	0.30779088
32.0	3.792690190732254e-05	0.6	0.2	0.00040648086	0.6922091	3.8146973e-06	0.6922091	1.4750162e-05	0.30779088
64.0	1.8329807108324375e-05	0.3	0.0	0.00022875886	0.6922091	0	0.6922091	0	0.30779088
32.0	0.0006951927961775605	0.5	0.1	5.973874e-16	0.6922091	0	0.6922091	0	0.30779088
64.0	2.06913808111479e-06	0.39999999999999997	0.2	0.0105972085	0.6922091	5.41687e-05	0.6922091	0.00011113485	0.30779088
64.0	7.847599703514606e-05	0.6	0.0	2.3966038e-05	0.6922091	0	0.6922091	0	0.30779088
16.0	8.858667904100832e-06	0.5	0.2	0.015339113	0.6922091	0.0014706929	0.6922091	0.0034179688	0.30779088
32.0	7.847599703514606e-05	0.5	0.0	4.321087e-05	0.6922091	0	0.6922091	0	0.30779088
64.0	8.858667904100832e-06	0.5	0.0	0.0019522584	0.6922091	4.3487547e-05	0.6922091	9.6130374e-05	0.30779088
64.0	2.06913808111479e-06	0.5	0.2	0.004695463	0.6922091	0	0.6922091	0	0.30779088
32.0	0.0004832930238571752	0.6	0.1	8.625312e-06	0.6922091	0	0.6922091	0	0.30779088
64.0	2.976351441631319e-06	0.3	0.0	0.0033902216	0.6922091	0	0.6922091	0	0.30779088
16.0	0.0003359818286283781	0.6	0.2	6.4759392e-06	0.6922091	0	0.6922091	0	0.30779088
16.0	0.0006951927961775605	0.3	0.0	4.0987727e-11	0.6922091	0	0.6922091	0	0.30779088
16.0	0.0006951927961775605	0.6	0.0	8.347327e-38	0.6922091	0	0.6922091	0	0.30779088
32.0	7.847599703514606e-05	0.5	0.0	0.0003481577	0.6922091	0	0.6922091	0	0.30779088
32.0	0.0006951927961775605	0.39999999999999997	0.1	1.2381104e-10	0.6922091	0	0.6922091	0	0.30779088
64.0	8.858667904100832e-06	0.6	0.2	0.0010013419	0.6922091	7.375081e-06	0.6922091	2.3142497e-05	0.30779088
64.0	4.281332398719396e-06	0.39999999999999997	0.2	0.0031580308	0.6922091	2.0345053e-06	0.6922091	4.83195e-06	0.30779088
16.0	7.847599703514606e-05	0.5	0.2	0.0005839252	0.6922099	1.2461344e-05	0.6922091	4.4759116e-05	0.30779088
32.0	2.06913808111479e-06	0.5	0.1	0.017901463	0.6922091	0.0011644999	0.6922091	0.0027537027	0.30779088
16.0	2.6366508987303556e-05	0.3	0.2	0.0009603221	0.69220936	5.2134197e-05	0.6922091	0.00010147095	0.30779088
32.0	0.00011288378916846884	0.39999999999999997	0.0	1.9462721e-05	0.6922091	0	0.6922091	0	0.30779088
64.0	1.274274985703132e-05	0.6	0.0	0.00048259404	0.6922091	7.6293946e-07	0.6922091	1.5258789e-06	0.30779088
16.0	1e-06	0.39999999999999997	0.0	0.1355864	0.6922099	0.00015767415	0.6922091	0.00017038982	0.30779088
32.0	4.281332398719396e-06	0.3	0.0	0.014544923	0.6922091	0.0009602865	0.6922091	0.002159373	0.30779088
32.0	0.0006951927961775605	0.3	0.2	0	0.6922091	0	0.6922091	0	0.30779088
32.0	4.281332398719396e-06	0.39999999999999997	0.0	0.005594186	0.69220936	1.19527185e-05	0.6922091	3.1789143e-05	0.30779088
32.0	5.4555947811685143e-05	0.5	0.0	0.00023439685	0.6922091	0	0.6922091	0	0.30779088
64.0	6.158482110660267e-06	0.6	0.2	0.002576359	0.6922091	2.009074e-05	0.6922091	5.162557e-05	0.30779088
64.0	1.274274985703132e-05	0.39999999999999997	0.2	0.0005741406	0.6922091	0	0.6922091	0	0.30779088
16.0	1e-06	0.3	0.0	0.21726365	0.6922091	0.028346507	0.6922091	0.05661494	0.30779088
32.0	7.847599703514606e-05	0.39999999999999997	0.1	9.785142e-05	0.6922091	4.577637e-06	0.6922091	1.0681152e-05	0.30779088
32.0	4.281332398719396e-06	0.3	0.2	0.008009304	0.6922091	0.0005472819	0.6922091	0.0014328003	0.30779088
64.0	0.00011288378916846884	0.39999999999999997	0.1	3.6104293e-08	0.6922091	0	0.6922091	0	0.30779088
32.0	0.0003359818286283781	0.39999999999999997	0.2	2.4756556e-11	0.6922091	0	0.6922091	0	0.30779088
16.0	0.0003359818286283781	0.3	0.0	4.0692253e-06	0.6922091	0	0.6922091	0	0.30779088
32.0	2.06913808111479e-06	0.5	0.2	0.055033006	0.6922091	0.006465149	0.6922091	0.014265188	0.30779088
16.0	5.4555947811685143e-05	0.39999999999999997	0.1	0.0003199429	0.6922091	4.83195e-06	0.6922091	1.2207031e-05	0.30779088
64.0	0.00011288378916846884	0.6	0.2	5.7221047e-07	0.6922091	0	0.6922091	0	0.30779088
64.0	2.976351441631319e-06	0.5	0.1	0.0063385894	0.69220936	4.3233235e-06	0.6922091	1.2715657e-05	0.30779088
32.0	2.06913808111479e-06	0.6	0.0	0.008545849	0.69220936	4.83195e-06	0.6922091	1.0681152e-05	0.30779088
16.0	0.00011288378916846884	0.6	0.1	0.0039876266	0.6922091	0.0012265523	0.6922091	0.0027033489	0.30779088
32.0	2.6366508987303556e-05	0.6	0.1	0.00040576377	0.6922091	5.8492024e-06	0.6922091	2.5431314e-05	0.30779088
16.0	0.001	0.5	0.2	3.2212322e-09	0.6922091	0	0.6922091	0	0.30779088
64.0	4.281332398719396e-06	0.39999999999999997	0.1	0.0024824736	0.6922091	0	0.6922091	0	0.30779088
32.0	6.158482110660267e-06	0.3	0.0	0.004977412	0.6922091	3.8146973e-06	0.6922091	9.6639e-06	0.30779088
16.0	4.281332398719396e-06	0.3	0.0	0.03298455	0.6922091	0.002448527	0.6922091	0.005268351	0.30779088
64.0	1e-06	0.3	0.0	0.02990091	0.6922091	0.0005243937	0.6922091	0.0009017944	0.30779088
64.0	0.00011288378916846884	0.39999999999999997	0.1	4.048952e-06	0.6922091	0	0.6922091	0	0.30779088
64.0	1.274274985703132e-05	0.5	0.0	0.000962479	0.6922091	2.5431316e-07	0.6922091	7.6293946e-07	0.30779088
64.0	0.001	0.39999999999999997	0.2	0	0.6922091	0	0.6922091	0	0.30779088
32.0	3.792690190732254e-05	0.39999999999999997	0.1	0.000630317	0.6922091	2.746582e-05	0.6922091	4.0435792e-05	0.30779088
16.0	0.0001623776739188721	0.6	0.0	0.00015755728	0.6922091	4.83195e-06	0.6922091	1.0681152e-05	0.30779088
16.0	0.00023357214690901214	0.6	0.0	1.2209887e-06	0.6922091	0	0.6922091	0	0.30779088
16.0	5.4555947811685143e-05	0.39999999999999997	0.0	0.00045907765	0.6922091	6.2306724e-05	0.6922091	0.00011622111	0.30779088
64.0	0.0001623776739188721	0.6	0.1	4.716503e-11	0.6922091	0	0.6922091	0	0.30779088
16.0	2.6366508987303556e-05	0.39999999999999997	0.2	0.0038955694	0.69220936	0.00014546713	0.6922091	0.00024871825	0.30779088
16.0	0.0003359818286283781	0.6	0.1	2.083527e-05	0.6922091	7.375081e-06	0.6922091	2.3142497e-05	0.30779088
64.0	0.0004832930238571752	0.3	0.1	5.6311823e-11	0.6922091	0	0.6922091	0	0.30779088
64.0	0.0001623776739188721	0.6	0.0	1.8078484e-08	0.6922091	0	0.6922091	0	0.30779088
32.0	0.00011288378916846884	0.6	0.0	2.3342665e-05	0.6922091	0	0.6922091	0	0.30779088
32.0	1.438449888287663e-06	0.5	0.0	0.054329373	0.6922096	4.0690105e-05	0.6922091	4.8065187e-05	0.30779088
16.0	0.001	0.39999999999999997	0.0	2.3048795e-26	0.6922091	0	0.6922091	0	0.30779088
64.0	0.00023357214690901214	0.3	0.1	2.992799e-31	0.6922091	0	0.6922091	0	0.30779088
32.0	0.0003359818286283781	0.5	0.0	3.774389e-07	0.6922091	0	0.6922091	0	0.30779088
64.0	8.858667904100832e-06	0.5	0.2	0.0007389015	0.6922091	0	0.6922091	0	0.30779088
64.0	0.001	0.3	0.2	0	0.6922091	0	0.6922091	0	0.30779088
32.0	2.976351441631319e-06	0.6	0.0	0.020768562	0.69220936	8.392334e-05	0.6922091	0.00017674764	0.30779088
64.0	1.438449888287663e-06	0.5	0.1	0.022377128	0.6922091	0.0011029561	0.6922091	0.0024925233	0.30779088
64.0	0.0001623776739188721	0.5	0.2	4.826605e-08	0.6922091	0	0.6922091	0	0.30779088
16.0	0.001	0.5	0.1	0	0.6922091	0	0.6922091	0	0.30779088
16.0	1.274274985703132e-05	0.6	0.1	0.014373268	0.6922091	9.2569986e-05	0.6922091	0.0001238505	0.30779088
16.0	0.00023357214690901214	0.5	0.0	1.3170295e-05	0.69219947	2.7974447e-06	0.69219667	1.2461344e-05	0.30778807
32.0	1.274274985703132e-05	0.5	0.0	0.0014448176	0.6922091	4.577637e-06	0.6922091	1.0681152e-05	0.30779088
64.0	0.0004832930238571752	0.5	0.0	4.4413066e-24	0.6922091	0	0.6922091	0	0.30779088
32.0	5.4555947811685143e-05	0.6	0.1	0.00047327767	0.6922091	0	0.6922091	0	0.30779088
64.0	3.792690190732254e-05	0.5	0.1	5.8921985e-05	0.6922091	0	0.6922091	0	0.30779088
32.0	2.06913808111479e-06	0.39999999999999997	0.1	0.025173603	0.69220936	0.001222229	0.6922091	0.002895864	0.30779088
16.0	0.0003359818286283781	0.5	0.1	1.1428139e-06	0.6922091	0	0.6922091	0	0.30779088
32.0	1.274274985703132e-05	0.5	0.2	0.001481252	0.6922091	0	0.6922091	0	0.30779088
16.0	1.8329807108324375e-05	0.5	0.1	0.0025795395	0.6922091	0	0.6922091	0	0.30779088
32.0	5.4555947811685143e-05	0.39999999999999997	0.2	7.3845775e-05	0.6922091	0	0.6922091	0	0.30779088
16.0	0.0006951927961775605	0.39999999999999997	0.0	5.321197e-05	0.6921908	1.373291e-05	0.69217706	3.2043456e-05	0.30777714
16.0	2.06913808111479e-06	0.6	0.0	0.11966527	0.6922091	0.0036282858	0.6922091	0.008110809	0.30779088
32.0	2.6366508987303556e-05	0.6	0.0	0.00058552803	0.6922091	0	0.6922091	0	0.30779088
32.0	0.0001623776739188721	0.39999999999999997	0.2	1.4499033e-06	0.6922091	0	0.6922091	0	0.30779088
16.0	2.6366508987303556e-05	0.6	0.0	0.00347344	0.6922091	7.451375e-05	0.6922091	0.00014444986	0.30779088
32.0	0.001	0.39999999999999997	0.2	0	0.6922091	0	0.6922091	0	0.30779088
16.0	0.0006951927961775605	0.6	0.2	3.5902308e-09	0.6922091	0	0.6922091	0	0.30779088
32.0	0.0004832930238571752	0.5	0.2	2.2455219e-23	0.6922091	0	0.6922091	0	0.30779088
32.0	0.0004832930238571752	0.3	0.0	0	0.6922091	0	0.6922091	0	0.30779088
64.0	2.06913808111479e-06	0.6	0.2	0.008398817	0.6922091	5.544027e-05	0.6922091	0.00018997192	0.30779088
16.0	0.0003359818286283781	0.3	0.1	5.606924e-05	0.69220555	1.7547607e-05	0.6921997	2.822876e-05	0.30778503
64.0	1.8329807108324375e-05	0.5	0.2	0.00015822561	0.6922091	0	0.6922091	0	0.30779088
32.0	0.0004832930238571752	0.5	0.2	0.30779088	0.30779088	0.30779088	00.6922091	0
64.0	0.0003359818286283781	0.39999999999999997	0.0	0	0.6922091	0	0.6922091	0	0.30779088
16.0	0.00023357214690901214	0.5	0.1	3.0798576e-05	0.6922091	7.375081e-06	0.6922091	2.3142497e-05	0.30779088
64.0	2.6366508987303556e-05	0.6	0.0	0.00015582262	0.6922091	0	0.6922091	0	0.30779088
16.0	2.06913808111479e-06	0.6	0.0	0.06385022	0.6922099	6.17981e-05	0.6922091	0.00013224284	0.30779088
32.0	0.001	0.5	0.0	0	0.6922091	0	0.6922091	0	0.30779088
16.0	0.001	0.3	0.1	2.8746481e-15	0.6922091	0	0.6922091	0	0.30779088
32.0	3.792690190732254e-05	0.5	0.0	0.0013065952	0.69220936	6.1035157e-06	0.6922091	1.2969971e-05	0.30779088
16.0	0.0003359818286283781	0.6	0.2	4.574857e-05	0.6921877	1.2207031e-05	0.69217557	3.3569337e-05	0.3077787
64.0	0.0001623776739188721	0.39999999999999997	0.0	0.30778733	0.6922091	0.3077853	0.6922091	0.6921997	0.30779088
32.0	0.0001623776739188721	0.39999999999999997	0.2	1.0402724e-05	0.6922091	0	0.6922091	0	0.30779088
32.0	1e-06	0.39999999999999997	0.2	0.07572105	0.6922091	0.00080210366	0.6922091	0.0019803366	0.30779088
32.0	2.06913808111479e-06	0.39999999999999997	0.2	0.025308222	0.6922091	0.0006785075	0.6922091	0.0014172872	0.30779088
64.0	4.281332398719396e-06	0.39999999999999997	0.1	0.0027962348	0.69220936	6.866455e-06	0.6922091	1.7293294e-05	0.30779088
16.0	6.158482110660267e-06	0.3	0.1	0.021341247	0.6922091	0.003111267	0.6922091	0.0066027325	0.30779088
32.0	8.858667904100832e-06	0.39999999999999997	0.0	0.002195019	0.69220936	4.577637e-06	0.6922091	1.0681152e-05	0.30779088
64.0	0.0003359818286283781	0.5	0.1	3.630005e-11	0.6922091	0	0.6922091	0	0.30779088
16.0	5.4555947811685143e-05	0.3	0.0	0.0003437613	0.69220936	5.8492024e-06	0.6922091	9.409587e-06	0.30779088
64.0	1.438449888287663e-06	0.39999999999999997	0.0	0.007707824	0.6922091	0	0.6922091	0	0.30779088
64.0	1.438449888287663e-06	0.3	0.2	0.013335895	0.6922091	1.2461344e-05	0.6922091	3.0517578e-05	0.30779088
32.0	5.4555947811685143e-05	0.39999999999999997	0.2	0.00013958222	0.6922091	1.3478597e-05	0.6922091	3.1280517e-05	0.30779088
64.0	0.0001623776739188721	0.6	0.2	1.2248591e-07	0.6922091	0	0.6922091	0	0.30779088
32.0	1.438449888287663e-06	0.39999999999999997	0.2	0.023294477	0.6922091	2.415975e-05	0.6922091	4.5522054e-05	0.30779088
32.0	6.158482110660267e-06	0.5	0.2	0.011686371	0.6922096	0.00010121663	0.6922091	0.00017064413	0.30779088
64.0	2.976351441631319e-06	0.6	0.1	0.0034700856	0.6922091	5.0862633e-07	0.6922091	1.0172527e-06	0.30779088
64.0	1.438449888287663e-06	0.3	0.0	0.030300448	0.69220936	0.0008181254	0.6922091	0.001624298	0.30779088
32.0	7.847599703514606e-05	0.39999999999999997	0.1	4.9602848e-05	0.6922091	0	0.6922091	0	0.30779088
16.0	7.847599703514606e-05	0.3	0.2	0.00041995096	0.6922091	0	0.6922091	0	0.30779088
16.0	6.158482110660267e-06	0.39999999999999997	0.1	0.02825248	0.6922091	2.187093e-05	0.6922091	3.306071e-05	0.30779088
16.0	0.00011288378916846884	0.3	0.2	0.00018872516	0.6922091	1.7547607e-05	0.6922091	2.822876e-05	0.30779088
32.0	0.00023357214690901214	0.5	0.2	2.6167063e-05	0.6922091	4.83195e-06	0.6922091	1.0426839e-05	0.30779088
16.0	0.0001623776739188721	0.5	0.0	8.924332e-06	0.6922091	0	0.6922091	0	0.30779088
16.0	0.0006951927961775605	0.39999999999999997	0.0	2.9658182e-07	0.6922091	0	0.6922091	0	0.30779088
16.0	3.792690190732254e-05	0.6	0.0	0.0038229194	0.6922091	0.0012184143	0.6922091	0.0026789347	0.30779088
16.0	1.8329807108324375e-05	0.3	0.1	0.0010677534	0.6922091	0	0.6922091	0	0.30779088
16.0	0.0001623776739188721	0.39999999999999997	0.1	0.00012761418	0.6922091	0	0.6922091	0	0.30779088
64.0	3.792690190732254e-05	0.6	0.2	5.6036624e-05	0.6922091	0	0.6922091	0	0.30779088
32.0	1e-06	0.3	0.0	0.119466476	0.69220936	0.008285777	0.6922091	0.017834982	0.30779088
16.0	1.274274985703132e-05	0.39999999999999997	0.1	0.008328533	0.6922096	6.17981e-05	0.6922091	9.918213e-05	0.30779088
16.0	1.8329807108324375e-05	0.6	0.2	0.0042192573	0.69220936	2.339681e-05	0.6922091	4.3996177e-05	0.30779088
16.0	0.0004832930238571752	0.39999999999999997	0.1	2.8590941e-05	0.6922091	4.83195e-06	0.6922091	1.0426839e-05	0.30779088
64.0	0.0004832930238571752	0.6	0.2	0	0.6922091	0	0.6922091	0	0.30779088
16.0	3.792690190732254e-05	0.5	0.1	0.0006925559	0.6922091	0	0.6922091	0	0.30779088
64.0	1.8329807108324375e-05	0.5	0.1	0.00023466769	0.6922091	0	0.6922091	0	0.30779088
64.0	5.4555947811685143e-05	0.3	0.2	8.972381e-06	0.6922091	0	0.6922091	0	0.30779088
32.0	1.274274985703132e-05	0.39999999999999997	0.0	0.003458274	0.6922091	4.1707357e-05	0.6922091	8.494059e-05	0.30779088
32.0	4.281332398719396e-06	0.3	0.1	0.0071613654	0.6922091	7.807414e-05	0.6922091	0.00017700196	0.30779088
64.0	2.976351441631319e-06	0.6	0.2	0.0059834556	0.6922091	1.6784668e-05	0.6922091	3.4332275e-05	0.30779088
