epoch;accuracy;iou_coef;loss;val_accuracy;val_iou_coef;val_loss
89;0.87567747;0.42480946;0.1771404797122592;0.85784006;0.37021592;0.20297448635101317
90;0.8763472;0.42552775;0.1763970259352336;0.8586001;0.37174067;0.2017298636549995
91;0.87645316;0.42635408;0.1758562186502275;0.8555178;0.38144422;0.1986798973594393
92;0.876539;0.42700273;0.1754344887298251;0.85840786;0.36529705;0.20415237052100046
93;0.8778652;0.428794;0.17431226371772707;0.8574607;0.37183625;0.20193517015093848
94;0.8782949;0.42969036;0.17371351573202345;0.85886884;0.38551834;0.19720956748440152
95;0.87883717;0.43082294;0.17291148888686347;0.85527694;0.37151134;0.20303021578561692
96;0.87889546;0.43111455;0.17264430774582756;0.85656065;0.366469;0.2036903240567162
97;0.8792874;0.43209103;0.17199423825930035;0.85743964;0.37540188;0.20022474896340142
98;0.88063073;0.43355194;0.1709189236353314;0.856374;0.38228467;0.19785147235507056
99;0.8808222;0.43467;0.17029257056258973;0.85896426;0.38055873;0.19799357110545748
